602,10
602
597
603
608
603
603
597
603
597
1161,20
1161
1160
1160
1160
1160
1155
1159
1159
1159
1705,30
1706
1705
1706
1711
1706
1711
1706
1728
1706
2285,40
2284
2283
2283
2280
2284
2284
2284
2284
2278
2850,50
2849
2856
2855
2851
2851
2851
2849
2851
2855
3389,60
3397
3419
3396
3396
3428
3397
3391
3397
3397
3999,70
4001
3976
3999
3975
4001
3977
3999
3976
3951
