2.36559128,10
2.36559128
2.37047886
2.36559128
2.36559128
2.36070370
2.36559128
2.36559128
2.37047886
2.36559128
1.20723366,20
1.23167157
1.22678399
1.22678399
1.22678399
1.22678399
1.22678399
1.22678399
1.22678399
1.22678399
0.80156402,30
0.80645160
0.80156402
0.79178886
0.78201370
0.80645160
0.83577709
0.78690128
0.80645160
0.80156402
0.58651022,40
0.60606060
0.60606060
0.60606060
0.60606060
0.60117301
0.60117301
0.60606060
0.59628543
0.58651022
0.48875856,50
0.48387093
0.48875856
0.48875856
0.48875856
0.47898335
0.46920819
0.47898335
0.52297163
0.53274683
0.40566959,60
0.40566959
0.40078201
0.40566959
0.40566959
0.40078201
0.39100685
0.40566959
0.43988270
0.43988270
0.32746820
0.30791788,70
0.32258062
0.32746820
0.32746820
0.32746820
0.32746820
0.32746820
0.32258062
0.32746820
