1.66177908113, 2
1.66177908113, 2
3.05474095797, 4
3.05474095797, 6
2.78592375367, 8
2.34604105572, 10
2.00391006843, 12
1.73509286413, 14
1.52492668622, 16
1.3734115347, 18
1.28054740958, 20
1.18768328446, 22
1.09481915934, 24
1.02639296188, 26
0.957966764418, 28
0.938416422287, 30
0.884652981427, 32
0.840664711632, 34
0.806451612903, 36
0.767350928641, 38
0.733137829912, 40
0.703812316716, 42
0.664711632454, 44
0.625610948192, 46
0.58651026393, 48
0.557184750733, 50
0.508308895406, 52
0.483870967742, 54
0.449657869013, 56
0.425219941349, 58
0.395894428152, 60
0.366568914956, 62
0.342130987292, 64
0.327468230694, 66
0.293255131965, 68
0.30791788, 70
0.26881721, 72
0.24926686, 74
