596,10
600
595
597
589
595
589
589
595
589
1163,20
1153
1163
1163
1173
1152
1141
1146
1170
1170
1712,30
1717
1711
1711
1723
1717
1711
1711
1717
1712
2292,40
2292
2280
2292
2292
2292
2281
2293
2292
2286
2854,50
2836
2855
2855
2864
2854
2858
2860
2857
2855
3434,60
3439
3428
3433
3434
3434
3433
3428
3440
3433
4001,70
3996
4001
3952
4002
4001
3953
3952
4001
3976
